Subject ID Number	Age (years)	Height (inches)	Weight (pounds)
2629	14	108 	136 
2630	4	64 	44 
2631	1	25 	30 
2632	6	36 	72 
2633	1	32 	27 
2634	3	33 	48 
2635	4	60 	36 
2636	11	35 	57 
2637	18	150 	132 
2638	13	37 	128 
2639	18	60 	204 
2640	14	38 	122 
2641	8	88 	32 
2642	11	123 	90 
2643	8	40 	56 
2644	4	52 	40 
2645	12	108 	72 
2646	17	194 	143 
2647	11	112 	46 
2648	4	40 	64 
2649	12	84 	84 
2650	6	60 	72 
2651	15	144 	174 
2652	5	54 	44 
2653	1	25 	27 
2654	14	150 	80 
2655	17	41 	75 
2656	12	72 	60 
2657	18	96 	78 
2658	8	64 	32 
2659	3	42 	45 
2660	18	168 	150 
2661	4	64 	44 
2662	5	69 	69 
2663	15	99 	159 
2664	9	78 	69 
2665	13	89 	141 
2666	16	168 	184 
2667	9	78 	96 
2668	5	44 	64 
2669	1	26 	27 
2670	14	94 	38 
2671	7	59 	66 
2672	16	152 	104 
2673	18	60 	168 
2674	11	79 	112 
2675	3	33 	30 
2676	15	39 	69 
2677	8	96 	64 
2678	9	105 	33 
2679	10	54 	54 
2680	5	59 	29 
2681	18	204 	168 
2682	5	29 	74 
2683	7	52 	66 
2684	2	44 	38 
2685	14	150 	136 
2686	15	39 	84 
2687	1	28 	31 
2688	17	41 	143 
2689	16	120 	104 
2690	13	154 	50 
2691	5	64 	59 
2692	13	154 	37 
2693	11	79 	112 
2694	13	37 	76 
2695	15	114 	129 
2696	16	152 	120 
2697	6	54 	72 
2698	2	34 	34 
2699	9	51 	78 
2700	3	42 	33 
2701	17	92 	41 
2702	13	50 	37 
2703	9	69 	96 
2704	17	160 	109 
2705	10	54 	114 
2706	11	123 	101 
2707	11	57 	35 
2708	13	154 	128 
2709	18	168 	114 
2710	5	54 	54 
2711	6	48 	72 
2712	14	66 	150 
2713	4	44 	48 
2714	2	36 	42 
2715	8	104 	64 
2716	6	30 	36 
2717	3	54 	48 
2718	3	30 	33 
2719	11	112 	79 
2720	11	101 	79 
2721	11	46 	123 
2722	5	74 	44 
2723	9	51 	33 
2724	14	80 	38 
2725	16	136 	104 
2726	8	56 	56 
2727	12	48 	132 
2728	8	64 	64 
2729	8	80 	96 
2730	15	129 	174 
2731	10	124 	34 
2732	9	96 	42 
2733	7	80 	94 
2734	11	57 	68 
2735	16	40 	184 
2736	16	168 	120 
2737	1	29 	33 
2738	11	46 	101 
2739	14	136 	122 
2740	8	104 	48 
2741	10	54 	104 
2742	12	144 	84 
2743	6	42 	60 
2744	13	50 	154 
2745	7	66 	38 
2746	13	128 	50 
2747	16	136 	136 
2748	8	80 	104 
2749	4	56 	28 
2750	13	50 	141 
2751	16	104 	40 
2752	2	30 	32 
2753	11	46 	35 
2754	8	40 	64 
2755	16	88 	56 
2756	5	49 	74 
2757	15	39 	159 
2758	9	87 	42 
2759	3	30 	54 
2760	12	48 	120 
2761	15	54 	39 
2762	3	48 	45 
2763	5	59 	74 
2764	17	58 	109 
2765	11	101 	79 
2766	5	44 	64 
2767	15	54 	69 
2768	16	40 	136 
2769	2	36 	38 
2770	4	40 	60 
2771	2	34 	34 
2772	1	28 	28 
2773	8	80 	40 
2774	16	168 	104 
2775	7	94 	52 
2776	2	34 	30 
2777	2	30 	42 
2778	10	54 	54 
2779	14	94 	38 
2780	6	72 	72 
2781	6	42 	48 
2782	16	56 	136 
2783	10	74 	124 
2784	7	87 	59 
2785	3	45 	27 
2786	13	89 	89 
2787	2	36 	28 
2788	13	50 	76 
2789	11	79 	46 
2790	7	87 	66 
2791	3	36 	48 
2792	15	129 	174 
2793	9	60 	42 
2794	3	42 	27 
2795	2	34 	44 
2796	18	96 	96 
2797	1	25 	34 
2798	13	76 	102 
2799	16	184 	168 
2800	13	50 	37 
2801	15	159 	54 
2802	17	109 	194 
2803	2	32 	32 
2804	18	204 	96 
2805	9	87 	114 
2806	9	51 	96 
2807	16	88 	184 
2808	14	66 	122 
2809	4	44 	44 
2810	17	92 	75 
2811	17	177 	143 
2812	3	48 	54 
2813	1	32 	26 
2814	12	108 	36 
2815	13	37 	154 
2816	8	64 	96 
2817	2	42 	40 
2818	5	39 	64 
2819	13	141 	154 
2820	10	44 	104 
2821	10	44 	34 
2822	4	52 	36 
2823	7	80 	52 
2824	18	42 	78 
2825	5	34 	34 
2826	2	32 	32 
2827	15	54 	159 
2828	9	78 	78 
2829	14	136 	80 
2830	10	114 	54 
2831	15	159 	99 
2832	6	42 	84 
2833	10	94 	94 
2834	1	28 	27 
2835	6	30 	84 
2836	6	30 	48 
2837	14	38 	52 
2838	14	136 	136 
2839	7	38 	59 
2840	9	96 	105 
2841	5	59 	39 
2842	1	27 	34 
2843	1	33 	33 
2844	14	94 	108 
2845	1	33 	28 
2846	12	96 	132 
2847	12	36 	48 
2848	4	40 	52 
2849	4	60 	40 
2850	15	174 	159 
2851	2	44 	32 
2852	9	78 	114 
2853	10	54 	64 
2854	8	104 	64 
2855	9	33 	51 
2856	15	174 	114 
2857	6	30 	30 
2858	9	114 	87 
2859	18	150 	78 
2860	4	36 	48 
2861	4	56 	48 
2862	7	94 	38 
2863	1	32 	30 
2864	8	40 	96 
2865	10	94 	54 
2866	7	59 	80 
2867	10	34 	94 
2868	10	104 	54 
2869	14	94 	136 
2870	12	108 	72 
2871	17	92 	58 
2872	2	44 	40 
2873	8	40 	48 
2874	17	177 	58 
2875	11	79 	123 
2876	5	64 	74 
2877	11	35 	35 
2878	16	88 	40 
2879	15	99 	69 
2880	6	42 	60 
2881	7	59 	52 
2882	2	44 	36 
2883	10	124 	44 
2884	15	99 	99 
2885	11	123 	101 
2886	6	36 	30 
2887	15	54 	159 
2888	4	48 	60 
2889	13	76 	102 
2890	15	174 	84 
2891	5	49 	54 
2892	5	74 	49 
2893	17	194 	143 
2894	7	73 	73 
2895	1	31 	30 
2896	1	25 	32 
2897	11	46 	35 
2898	13	115 	154 
2899	3	54 	42 
2900	17	177 	126 
2901	14	38 	122 
2902	3	54 	48 
2903	2	44 	44 
2904	9	51 	42 
2905	18	96 	114 
2906	1	29 	30 
2907	15	114 	84 
2908	13	141 	89 
2909	18	114 	204 
2910	15	39 	69 
2911	10	94 	114 
2912	10	124 	44 
2913	6	78 	72 
2914	9	33 	42 
2915	13	141 	37 
2916	18	60 	42 
2917	11	35 	79 
2918	13	102 	37 
2919	13	128 	63 
2920	6	30 	84 
2921	5	49 	54 
2922	15	99 	84 
2923	5	64 	49 
2924	16	104 	40 
2925	12	48 	36 
2926	6	48 	54 
2927	10	104 	84 
2928	14	164 	122 
2929	6	66 	42 
2930	4	28 	40 
2931	15	159 	54 
2932	13	115 	115 
2933	11	79 	46 
2934	6	42 	48 
2935	8	104 	40 
2936	14	164 	52 
2937	17	75 	92 
2938	8	40 	64 
2939	2	32 	38 
2940	7	45 	73 
2941	2	36 	40 
2942	15	114 	69 
2943	17	126 	41 
2944	9	69 	105 
2945	7	45 	52 
2946	2	38 	36 
2947	6	72 	72 
2948	4	60 	60 
2949	13	154 	141 
2950	12	96 	60 
2951	8	64 	88 
2952	5	54 	49 
2953	16	56 	184 
2954	17	194 	177 
2955	15	159 	69 
2956	11	79 	90 
2957	17	58 	109 
2958	10	124 	34 
2959	14	66 	52 
2960	1	29 	30 
2961	8	104 	48 
2962	11	101 	46 
2963	17	41 	177 
2964	4	44 	60 
2965	7	38 	87 
2966	6	84 	66 
2967	2	30 	26 
2968	13	115 	102 
2969	16	40 	136 
2970	3	48 	39 
2971	1	27 	34 
2972	12	84 	60 
2973	10	74 	94 
2974	15	129 	39 
2975	4	52 	32 
2976	7	66 	59 
2977	13	115 	115 
2978	17	160 	41 
2979	6	66 	66 
2980	17	194 	160 
2981	4	48 	64 
2982	18	150 	42 
2983	11	134 	134 
2984	6	60 	72 
2985	13	89 	154 
2986	17	109 	160 
2987	16	104 	136 
2988	2	44 	42 
2989	1	33 	34 
2990	9	78 	105 
2991	18	150 	42 
2992	17	58 	75 
2993	1	34 	26 
2994	4	48 	40 
2995	6	30 	84 
2996	13	76 	115 
2997	14	80 	80 
2998	9	96 	87 
2999	7	66 	52 
3000	9	78 	114 
3001	5	39 	64 
3002	14	38 	108 
3003	2	42 	40 
3004	2	42 	42 
3005	7	52 	31 
3006	13	63 	141 
3007	14	136 	150 
3008	3	39 	54 
3009	15	159 	84 
3010	15	174 	84 
3011	18	168 	42 
3012	8	88 	48 
3013	8	48 	104 
3014	9	114 	87 
3015	7	59 	94 
3016	14	94 	80 
3017	10	54 	104 
3018	8	32 	56 
3019	11	68 	134 
3020	1	33 	26 
3021	11	123 	123 
3022	2	34 	44 
3023	16	88 	168 
3024	17	92 	177 
3025	2	26 	40 
3026	4	56 	52 
3027	5	74 	44 
3028	4	44 	52 
3029	11	123 	68 
3030	15	84 	174 
3031	14	122 	122 
3032	14	80 	164 
3033	8	48 	56 
3034	5	59 	34 
3035	4	60 	56 
3036	9	33 	114 
3037	14	122 	80 
3038	17	160 	92 
3039	14	136 	94 
3040	8	72 	40 
3041	6	48 	78 
3042	14	108 	108 
3043	12	84 	48 
3044	18	60 	42 
3045	12	84 	108 
3046	1	26 	25 
3047	15	69 	39 
3048	9	33 	60 
3049	15	129 	99 
3050	5	29 	64 
3051	1	28 	33 
3052	4	44 	32 
3053	12	144 	84 
3054	3	36 	30 
3055	18	186 	114 
3056	2	32 	34 
3057	2	26 	34 
3058	12	108 	132 
3059	17	143 	160 
3060	18	132 	132 
3061	4	32 	36 
3062	3	36 	30 
3063	15	54 	99 
3064	7	45 	73 
3065	13	115 	50 
3066	5	44 	74 
3067	13	50 	89 
3068	1	32 	30 
3069	16	56 	120 
3070	5	29 	34 
3071	4	56 	60 
3072	15	39 	129 
3073	3	30 	45 
3074	13	37 	102 
3075	8	96 	104 
3076	3	39 	42 
3077	7	52 	52 
3078	8	40 	48 
3079	11	90 	112 
3080	11	79 	123 
3081	15	114 	69 
3082	3	39 	51 
3083	13	128 	102 
3084	1	27 	25 
3085	17	109 	41 
3086	12	108 	132 
3087	17	177 	177 
3088	5	64 	44 
3089	7	94 	73 
3090	9	87 	114 
3091	15	84 	174 
3092	5	39 	64 
3093	3	27 	42 
3094	17	126 	41 
3095	3	48 	27 
3096	3	48 	36 
3097	6	66 	36 
3098	9	33 	42 
3099	16	40 	152 
3100	2	36 	34 
3101	14	66 	108 
3102	4	60 	36 
3103	7	66 	31 
3104	11	46 	46 
3105	17	75 	75 
3106	18	42 	150 
3107	7	31 	73 
3108	9	87 	51 
3109	11	79 	79 
3110	7	87 	94 
3111	13	141 	76 
3112	9	33 	69 
3113	9	51 	42 
3114	13	63 	115 
3115	16	104 	56 
3116	9	96 	51 
3117	6	48 	30 
3118	6	84 	30 
3119	12	96 	72 
3120	8	40 	48 
3121	16	184 	88 
3122	2	28 	28 
3123	2	38 	44 
3124	6	84 	66 
3125	18	78 	96 
3126	8	32 	96 
3127	1	28 	28 
3128	16	120 	120 
3129	18	78 	78 
3130	3	30 	33 
3131	18	168 	78 
3132	9	105 	60 
3133	3	51 	45 
3134	16	104 	120 
3135	17	143 	143 
3136	11	68 	68 
3137	15	54 	69 
3138	1	28 	32 
3139	7	73 	38 
3140	6	42 	66 
3141	2	42 	36 
3142	1	29 	34 
3143	13	37 	89 
3144	6	60 	36 
3145	11	123 	101 
3146	12	144 	144 
3147	5	29 	69 
3148	11	134 	46 
3149	13	115 	115 
3150	12	36 	48 
3151	10	44 	94 
3152	11	35 	90 
3153	2	32 	28 
3154	8	56 	80 
3155	11	101 	57 
3156	14	52 	52 
3157	4	32 	32 
3158	17	194 	143 
3159	11	123 	90 
3160	16	56 	168 
3161	18	150 	168 
3162	11	57 	46 
3163	2	38 	36 
3164	18	132 	60 
3165	1	26 	29 
3166	2	28 	42 
3167	18	168 	150 
3168	10	114 	124 
3169	18	78 	96 
3170	11	134 	134 
3171	4	56 	44 
3172	12	36 	60 
3173	9	87 	51 
3174	14	136 	108 
3175	9	96 	78 
3176	6	72 	60 
3177	13	141 	63 
3178	11	57 	134 
3179	16	56 	104 
3180	4	56 	52 
3181	10	104 	84 
3182	16	168 	72 
3183	2	36 	44 
3184	18	204 	42 
3185	1	32 	34 
3186	6	66 	72 
3187	18	96 	204 
3188	17	143 	41 
3189	6	36 	84 
3190	10	94 	74 
3191	5	34 	54 
3192	6	48 	42 
3193	5	44 	59 
3194	4	52 	52 
3195	10	74 	64 
3196	12	144 	120 
3197	2	30 	36 
3198	6	84 	60 
3199	6	54 	60 
3200	7	52 	87 
3201	4	28 	44 
3202	1	31 	26 
3203	2	40 	44 
3204	8	48 	96 
3205	4	52 	40 
3206	12	36 	48 
3207	6	72 	84 
3208	7	52 	38 
3209	13	141 	76 
3210	14	52 	108 
3211	18	96 	42 
3212	17	177 	126 
3213	15	114 	69 
3214	7	45 	73 
3215	8	48 	32 
3216	9	60 	87 
3217	7	31 	73 
3218	11	57 	46 
3219	8	72 	32 
3220	18	186 	186 
3221	8	104 	96 
3222	2	32 	28 
3223	10	104 	54 
3224	3	36 	51 
3225	2	44 	42 
3226	7	66 	31 
3227	4	60 	52 
3228	10	44 	114 
3229	6	30 	66 
3230	7	59 	87 
3231	7	66 	87 
3232	14	108 	136 
3233	14	38 	66 
3234	16	40 	88 
3235	4	36 	52 
3236	2	30 	28 
3237	7	94 	66 
3238	10	84 	94 
3239	4	64 	64 
3240	4	32 	60 
3241	5	69 	44 
3242	6	54 	78 
3243	10	124 	84 
3244	18	168 	42 
3245	18	42 	60 
3246	2	38 	38 
3247	15	84 	69 
3248	5	44 	34 
3249	8	80 	96 
3250	8	88 	32 
3251	2	30 	42 
3252	14	38 	150 
3253	16	184 	184 
3254	16	72 	168 
3255	10	94 	54 
3256	3	36 	39 
3257	14	80 	52 
3258	16	136 	152 
3259	8	80 	80 
3260	7	38 	38 
3261	7	73 	73 
3262	5	34 	74 
3263	6	60 	36 
3264	11	101 	46 
3265	18	78 	186 
3266	11	134 	79 
3267	18	132 	168 
3268	6	54 	54 
3269	15	159 	84 
3270	3	36 	30 
3271	6	30 	60 
3272	13	50 	89 
3273	3	54 	48 
3274	18	132 	186 
3275	12	96 	72 
3276	4	60 	36 
3277	13	115 	102 
3278	13	63 	102 
3279	12	84 	60 
3280	12	48 	48 
3281	7	59 	38 
3282	10	34 	44 
3283	10	124 	74 
3284	3	48 	30 
3285	10	94 	44 
3286	8	80 	40 
3287	5	69 	69 
3288	4	60 	52 
3289	13	63 	37 
3290	18	114 	204 
3291	15	69 	129 
3292	10	44 	44 
3293	5	64 	49 
3294	6	60 	48 
3295	5	34 	39 
3296	10	74 	64 
3297	10	74 	54 
3298	12	108 	144 
3299	4	56 	56 
3300	1	31 	29 
3301	2	34 	44 
3302	2	28 	42 
3303	16	40 	72 
3304	16	168 	88 
3305	18	78 	96 
3306	11	90 	112 
3307	14	94 	136 
3308	16	56 	120 
3309	10	104 	84 
3310	6	66 	36 
3311	11	134 	90 
3312	15	69 	69 
3313	7	31 	80 
3314	6	84 	84 
3315	17	92 	109 
3316	5	49 	64 
3317	10	114 	44 
3318	5	44 	74 
3319	5	44 	69 
3320	18	150 	78 
3321	5	29 	34 
3322	1	30 	34 
3323	12	120 	120 
3324	14	38 	136 
3325	16	120 	184 
3326	6	36 	60 
3327	7	80 	80 
3328	10	44 	84 
3329	15	69 	159 
3330	11	101 	101 
3331	6	66 	54 
3332	15	84 	84 
3333	11	134 	35 
3334	14	108 	136 
3335	13	37 	141 
3336	17	41 	58 
3337	3	30 	39 
3338	3	45 	39 
3339	7	66 	80 
3340	1	32 	28 
3341	8	32 	40 
3342	8	88 	32 
3343	15	129 	99 
3344	11	68 	57 
3345	17	41 	126 
3346	2	42 	34 
3347	1	25 	33 
3348	1	29 	27 
3349	7	38 	80 
3350	10	94 	94 
3351	16	136 	56 
3352	14	122 	122 
3353	4	40 	60 
3354	5	39 	39 
3355	16	120 	120 
3356	12	60 	120 
3357	13	89 	50 
3358	4	56 	28 
3359	13	141 	102 
3360	3	30 	39 
3361	12	120 	132 
3362	15	129 	84 
3363	17	58 	143 
3364	1	27 	28 
3365	9	51 	69 
3366	12	84 	132 
3367	17	126 	177 
3368	8	48 	32 
3369	17	194 	41 
3370	5	74 	34 
3371	13	76 	89 
3372	5	29 	44 
3373	8	96 	104 
3374	18	168 	186 
3375	16	56 	152 
3376	17	160 	194 
3377	1	34 	32 
3378	13	50 	128 
3379	10	94 	104 
3380	12	120 	48 
3381	1	33 	31 
3382	8	40 	80 
3383	14	80 	66 
3384	8	40 	80 
3385	7	80 	80 
3386	3	54 	45 
3387	11	57 	134 
3388	2	28 	44 
3389	4	56 	52 
3390	16	72 	136 
3391	11	90 	101 
3392	8	64 	72 
3393	11	134 	68 
3394	4	44 	64 
3395	12	108 	108 
3396	13	154 	128 
3397	11	35 	101 
3398	18	60 	96 
3399	5	39 	49 
3400	5	59 	29 
3401	11	90 	68 
3402	7	94 	94 
3403	14	66 	94 
3404	15	114 	84 
3405	4	48 	32 
3406	15	114 	114 
3407	18	150 	168 
3408	8	32 	80 
3409	8	56 	56 
3410	8	88 	56 
3411	9	87 	51 
3412	4	64 	36 
3413	7	80 	38 
3414	3	51 	27 
3415	15	144 	39 
3416	2	26 	38 
3417	11	112 	90 
3418	1	34 	33 
3419	14	66 	150 
3420	3	30 	48 
3421	4	52 	60 
3422	12	84 	132 
3423	12	84 	132 
3424	1	26 	31 
3425	10	34 	54 
3426	1	28 	29 
3427	12	36 	36 
3428	18	150 	168 
3429	6	84 	72 
